Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Glossbrenner,IPFPoints,Tested,Country,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetName
Aliya Kishkimbayeva,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,47.0,47,82.5,90.0,-92.5,,90.0,57.5,62.5,-65.0,,62.5,87.5,92.5,97.5,,97.5,250.0,4,336.22,363.12,299.72,491.78,Yes,Kazakhstan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Yana Klymova,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,46.44,47,77.5,-82.5,-82.5,,77.5,45.0,47.5,-50.0,,47.5,-107.5,107.5,-115.0,,107.5,232.5,5,315.39,334.31,281.42,456.68,Yes,Ukraine,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Febrose Tsiode,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,51.26,52,127.5,-130.5,-135.0,,127.5,100.5,105.5,110.5,,110.5,130.0,-132.5,135.0,,135.0,373.0,1,470.16,498.37,416.99,720.72,Yes,Nauru,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Fanny Lamminen,F,SBD,Raw,14.5,13-15,14-18,Sub-Juniors,51.63,52,125.0,130.0,-132.5,,130.0,65.0,70.0,72.5,,72.5,125.0,130.0,-132.5,,130.0,332.5,2,416.8,491.82,369.56,635.7,Yes,Finland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Anastasiia Malysheva,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,50.46,52,110.0,115.0,117.5,,117.5,55.0,-60.0,-60.0,,55.0,130.0,-135.0,135.0,,135.0,307.5,3,392.29,423.67,348.17,592.32,Yes,Russia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Brynn Hamilton,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,51.18,52,105.0,112.5,117.5,,117.5,52.5,55.0,57.5,,57.5,125.0,132.5,-137.5,,132.5,307.5,4,388.06,411.35,344.2,587.79,Yes,Canada,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Nastassia Tkhoryk,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,50.39,52,90.0,95.0,-100.0,,95.0,42.5,45.0,-47.5,,45.0,95.0,105.0,110.0,,110.0,250.0,5,319.27,338.43,283.39,474.21,Yes,Belarus,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Nadezhda Tsereshko,F,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,50.96,52,-80.0,80.0,-85.0,,80.0,40.0,45.0,47.5,,47.5,102.5,-112.5,112.5,,112.5,240.0,6,303.88,343.38,269.59,451.08,Yes,Belarus,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Denisa Turková,F,SBD,Raw,13.5,13-15,14-18,Sub-Juniors,48.74,52,65.0,70.0,75.0,,75.0,32.5,-37.5,37.5,,37.5,75.0,82.5,87.5,,87.5,200.0,7,261.9,322.14,232.89,376.79,Yes,Czechia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Alina Sarycheva,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,54.63,57,110.0,117.5,122.5,,122.5,95.0,102.5,-105.0,,102.5,125.0,132.5,137.5,,137.5,362.5,1,434.88,460.97,384.89,675.25,Yes,Russia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Shoko Onishi,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,54.53,57,135.0,142.5,-150.0,,142.5,55.0,57.5,60.0,,60.0,135.0,145.0,-160.0,,145.0,347.5,2,417.48,442.53,369.51,646.63,Yes,Japan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Kateryna Tkachuk,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,57.0,57,110.0,115.0,120.0,,120.0,72.5,-80.0,-80.0,,72.5,130.0,137.5,-142.5,,137.5,330.0,3,382.93,413.56,338.6,598.7,Yes,Ukraine,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Olha Skaletska,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,56.59,57,120.0,-127.5,-127.5,,120.0,57.5,62.5,65.0,,65.0,125.0,132.5,-145.0,,132.5,317.5,4,370.52,392.75,327.67,577.08,Yes,Ukraine,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Heini Lipponen,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,55.61,57,120.0,-125.0,-125.0,,120.0,72.5,-75.0,-75.0,,72.5,115.0,-120.0,,,115.0,307.5,5,363.79,392.9,321.84,562.92,Yes,Finland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Machaela Exner,F,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,56.14,57,105.0,110.0,115.0,,115.0,57.5,60.0,62.5,,62.5,110.0,117.5,125.0,,125.0,302.5,6,355.23,401.41,314.2,550.68,Yes,USA,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Lucy Robinson,F,SBD,Raw,14.5,13-15,14-18,Sub-Juniors,56.7,57,-107.5,-107.5,107.5,,107.5,47.5,52.5,-57.5,,52.5,120.0,132.5,140.0,,140.0,300.0,7,349.56,412.48,309.12,543.23,Yes,UK,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Tekle Iaganashvili,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,54.63,57,-100.0,105.0,-115.0,,105.0,50.0,-60.0,-60.0,,50.0,110.0,120.0,-135.0,,120.0,275.0,8,329.91,349.7,291.98,504.65,Yes,Georgia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Veronika Opočenská,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,54.36,57,80.0,85.0,90.0,,90.0,50.0,-57.5,57.5,,57.5,100.0,107.5,112.5,,112.5,260.0,9,313.12,331.91,277.16,476.53,Yes,Czechia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Mizuki Kamiya,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,56.44,57,50.0,60.0,70.0,,70.0,25.0,-30.0,-30.0,,25.0,-70.0,70.0,90.0,,90.0,185.0,10,216.34,233.65,191.33,325.05,Yes,Japan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Ida Lis,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,62.24,63,135.0,-140.0,-140.0,,135.0,70.0,72.5,75.0,,75.0,145.0,152.5,155.0,,155.0,365.0,1,395.63,427.28,349.4,636.33,Yes,Poland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Daria Rusanenko,F,SBD,Raw,16.0,16-17,14-18,Sub-Juniors,61.55,63,132.5,140.0,-146.0,,140.0,72.5,75.0,77.5,,77.5,130.0,140.0,145.0,,145.0,362.5,2,396.28,447.79,350.02,635.29,Yes,Ukraine,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Yu Nomura,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,61.86,63,115.0,-125.0,125.0,,125.0,67.5,72.5,75.0,,75.0,140.0,150.0,152.5,,152.5,352.5,3,383.87,414.58,339.04,615.74,Yes,Japan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Anastasiya Zhurbina,F,SBD,Raw,18.0,18-19,14-18,Sub-Juniors,61.13,63,112.5,117.5,-120.0,,117.5,88.5,93.0,96.0,,96.0,130.0,137.5,-145.0,,137.5,351.0,4,385.73,408.87,340.73,616.58,Yes,Kazakhstan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Dolora Ramanauskaitė,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,61.56,63,110.0,122.5,-127.5,,122.5,60.0,62.5,65.0,,65.0,125.0,135.0,145.0,,145.0,332.5,5,363.44,392.51,321.01,581.1,Yes,Lithuania,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Sandra Sołtyszewska,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,62.67,63,120.0,127.5,-130.0,,127.5,65.0,-67.5,-67.5,,65.0,110.0,120.0,-125.0,,120.0,312.5,6,336.95,357.17,297.55,540.52,Yes,Poland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Ragna Gudbrandsdottir,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,62.07,63,115.0,120.0,-122.5,,120.0,57.5,62.5,-65.0,,62.5,120.0,-125.0,-125.0,,120.0,302.5,7,328.57,354.85,290.18,524.97,Yes,Iceland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Elena Marquez,F,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,61.59,63,115.0,-117.5,-117.5,,115.0,50.0,52.5,55.0,,55.0,115.0,120.0,125.0,,125.0,295.0,8,322.33,364.23,284.7,513.31,Yes,USA,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Misaki Ikeda,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,62.25,63,-105.0,-105.0,105.0,,105.0,60.0,-67.5,-67.5,,60.0,130.0,-145.0,-145.0,,130.0,295.0,9,319.71,338.9,282.35,510.83,Yes,Japan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Caitlin Poxon,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,61.54,63,100.0,105.0,110.0,,110.0,52.5,55.0,-57.5,,55.0,120.0,125.0,-130.0,,125.0,290.0,10,317.06,342.43,280.05,504.47,Yes,South Africa,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Amelia Maycock,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,59.76,63,80.0,85.0,90.0,,90.0,45.0,47.5,50.0,,50.0,125.0,140.0,147.5,,147.5,287.5,11,321.53,347.25,284.1,506.71,Yes,UK,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Kloie Doublin,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,71.19,72,150.0,165.0,168.5,,168.5,95.0,102.5,107.5,,107.5,175.0,190.5,200.5,,200.5,476.5,1,468.62,496.74,412.91,782.56,Yes,USA,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Sandra Augustiniok,F,SBD,Raw,18.0,18-19,14-18,Sub-Juniors,68.37,72,130.0,-135.0,135.0,,135.0,80.0,85.0,87.5,,87.5,145.0,152.5,162.5,,162.5,385.0,2,389.37,412.73,343.4,642.81,Yes,Germany,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Matthildur Óskarsdóttir,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,69.31,72,120.0,125.0,130.0,,130.0,80.0,82.5,87.5,,87.5,135.0,142.5,147.5,,147.5,365.0,3,365.62,387.56,322.36,605.2,Yes,Iceland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Nicole Ferreira,F,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,68.89,72,112.5,-120.0,-120.0,,112.5,55.0,60.0,-65.0,,60.0,100.0,125.0,-147.5,,125.0,297.5,4,299.28,338.18,263.9,493.02,Yes,South Africa,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Selina Duelger,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,70.66,72,-105.0,-105.0,105.0,,105.0,62.5,-67.5,-67.5,,62.5,107.5,-112.5,112.5,,112.5,280.0,5,276.77,293.38,243.91,458.76,Yes,Austria,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Bethany Parker,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,82.48,84,162.5,172.5,180.0,,180.0,105.0,110.0,-112.5,,110.0,180.0,190.0,-200.0,,190.0,480.0,1,432.04,457.96,378.18,737.86,Yes,Australia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Henna Kaasalainen,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,83.29,84,160.0,165.0,167.5,,167.5,77.5,82.5,85.0,,85.0,180.0,185.0,-187.5,,185.0,437.5,2,391.81,415.32,342.74,670.24,Yes,Finland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Natalie Richardson,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,74.2,84,142.5,147.5,152.5,,152.5,82.5,87.5,-92.5,,87.5,160.0,165.0,-175.0,,165.0,405.0,3,387.63,410.88,341.11,652.07,Yes,USA,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Diana Minkova,F,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,74.19,84,150.0,157.5,162.5,,162.5,60.0,-67.5,67.5,,67.5,145.0,160.0,-165.0,,160.0,390.0,4,373.3,421.83,328.51,627.85,Yes,Belarus,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Jelhandri Rautenbach,F,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,74.14,84,120.0,130.0,140.0,,140.0,62.5,67.5,72.5,,72.5,140.0,152.5,-165.0,,152.5,365.0,5,349.52,394.96,307.59,587.61,Yes,South Africa,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Irina Kopylova,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,77.92,84,110.0,115.0,117.5,,117.5,50.0,55.0,60.0,,60.0,125.0,130.0,-132.5,,130.0,307.5,6,285.63,302.77,250.84,484.96,Yes,Russia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Hana Onu,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,79.94,84,110.0,120.0,-125.0,,120.0,-67.5,-67.5,-67.5,,,140.0,155.0,-165.0,,155.0,,DQ,,,,,Yes,Japan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Daria Efimtseva,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,116.79,84+,172.5,187.5,195.0,,195.0,100.0,110.0,112.5,,112.5,160.0,170.0,175.0,,175.0,482.5,1,387.73,418.75,329.05,648.09,Yes,Russia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Brea De Jonge,F,SBD,Raw,15.0,13-15,14-18,Sub-Juniors,96.5,84+,160.0,167.5,-170.0,,167.5,75.0,80.0,85.0,,85.0,160.0,167.5,172.5,,172.5,425.0,2,357.8,422.21,308.71,614.45,Yes,Australia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Regina Meier,F,SBD,Raw,18.0,18-19,14-18,Sub-Juniors,92.14,84+,140.0,150.0,160.0,,160.0,80.0,90.0,97.5,,97.5,140.0,152.5,-162.5,,152.5,410.0,3,350.95,372.01,304.34,603.8,Yes,Kazakhstan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Megan Rogers,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,103.47,84+,100.0,110.0,115.0,,115.0,50.0,55.0,60.0,,60.0,115.0,125.0,130.0,,130.0,305.0,4,251.56,266.65,215.15,435.17,Yes,South Africa,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Volha Yermalitskaya,F,SBD,Raw,19.5,20-23,19-23,Juniors,41.86,43,85.0,90.0,92.5,,92.5,50.0,55.0,57.5,,57.5,110.0,117.5,-120.0,,117.5,267.5,1,388.93,400.6,351.06,567.0,Yes,Belarus,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Natalia Gorbacheva,F,SBD,Raw,19.5,20-23,19-23,Juniors,42.6,43,82.5,87.5,-90.0,,87.5,45.0,47.5,50.0,,50.0,110.0,115.0,-120.0,,115.0,252.5,2,363.11,374.01,326.97,525.78,Yes,Russia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Dariia Brazhnyk,F,SBD,Raw,19.5,20-23,19-23,Juniors,42.6,43,87.5,-92.5,-92.5,,87.5,47.5,52.5,-55.0,,52.5,90.0,97.5,102.5,,102.5,242.5,3,348.73,359.2,314.02,502.36,Yes,Ukraine,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Sandra Tran,F,SBD,Raw,21.5,20-23,19-23,Juniors,37.29,43,77.5,82.5,-85.0,,82.5,37.5,42.5,45.0,,45.0,97.5,102.5,105.0,,105.0,232.5,4,360.19,363.79,332.09,,Yes,USA,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Liubov Zamula,F,SBD,Raw,19.5,20-23,19-23,Juniors,42.16,43,80.0,-85.0,-87.5,,80.0,32.5,37.5,-40.0,,37.5,95.0,100.0,105.0,,105.0,222.5,5,322.07,331.74,290.42,458.22,Yes,Ukraine,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Violeta Chebotar,F,SBD,Raw,22.0,20-23,19-23,Juniors,46.14,47,107.5,115.0,120.0,,120.0,75.0,80.0,82.0,,82.0,115.0,125.0,130.0,,130.0,332.0,1,452.44,456.96,403.93,677.13,Yes,Ukraine,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Andréa Durand,F,SBD,Raw,22.5,20-23,19-23,Juniors,46.74,47,112.5,117.5,-120.0,,117.5,70.0,75.0,-77.5,,75.0,125.0,130.0,-140.0,,130.0,322.5,2,435.46,435.46,388.36,651.19,Yes,France,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Alyssa Mirasol,F,SBD,Raw,22.5,20-23,19-23,Juniors,46.85,47,102.5,-107.5,-107.5,,102.5,55.0,60.0,62.5,,62.5,137.5,147.5,-158.0,,147.5,312.5,3,421.25,421.25,375.61,628.54,Yes,USA,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Tatsiana Damashyna,F,SBD,Raw,18.5,18-19,19-23,Juniors,46.62,47,110.0,115.0,-117.5,,115.0,57.5,60.0,-62.5,,60.0,120.0,127.5,-137.5,,127.5,302.5,4,409.21,425.58,365.02,608.54,Yes,Belarus,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Alisa Zhilkina,F,SBD,Raw,21.5,20-23,19-23,Juniors,46.42,47,102.5,-107.5,-107.5,,102.5,67.5,70.0,-72.5,,70.0,122.5,-127.5,-127.5,,122.5,295.0,5,400.29,404.3,357.19,593.64,Yes,Russia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Sabrina Shah,F,SBD,Raw,20.5,20-23,19-23,Juniors,45.68,47,95.0,100.0,102.5,,102.5,57.5,60.0,62.5,,62.5,112.5,117.5,120.0,,120.0,285.0,6,391.14,398.96,349.51,577.09,Yes,UK,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Clara Barsoee,F,SBD,Raw,22.5,20-23,19-23,Juniors,46.08,47,92.5,-100.0,-100.0,,92.5,57.5,62.5,-65.0,,62.5,110.0,117.5,122.5,,122.5,277.5,7,378.52,378.52,337.97,557.66,Yes,Denmark,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Alexandra Dieni,F,SBD,Raw,18.5,18-19,19-23,Juniors,46.1,47,82.5,90.0,95.0,,95.0,57.5,62.5,67.5,,67.5,97.5,107.5,115.0,,115.0,277.5,8,378.4,393.54,337.85,557.52,Yes,Australia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Oksana Hronovych,F,SBD,Raw,22.5,20-23,19-23,Juniors,51.45,52,110.0,115.0,120.0,,120.0,70.0,75.0,77.5,,77.5,150.0,155.0,160.0,,160.0,357.5,1,449.34,449.34,398.47,687.71,Yes,Ukraine,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Nicola Paviglianiti,F,SBD,Raw,22.5,20-23,19-23,Juniors,51.7,52,132.5,-137.5,-137.5,,132.5,67.5,70.0,-72.5,,70.0,145.0,150.0,155.0,,155.0,357.5,2,447.67,447.67,396.91,685.85,Yes,Canada,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Mariia Tsudna,F,SBD,Raw,22.5,20-23,19-23,Juniors,51.77,52,115.0,120.0,125.0,,125.0,62.5,70.0,,,70.0,135.0,145.0,-160.0,,145.0,340.0,3,425.31,425.31,377.06,649.93,Yes,Ukraine,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Jenny Lee,F,SBD,Raw,22.0,20-23,19-23,Juniors,51.74,52,132.5,-140.5,-140.5,,132.5,-75.0,75.0,-80.0,,75.0,120.0,-130.0,-132.5,,120.0,327.5,4,409.86,413.95,363.37,624.84,Yes,USA,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Pernille Stenberg,F,SBD,Raw,22.5,20-23,19-23,Juniors,50.78,52,-102.5,107.5,-112.5,,107.5,-77.5,77.5,80.0,,80.0,120.0,125.0,-130.0,,125.0,312.5,5,396.75,396.75,352.03,600.54,Yes,Norway,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Krystsina Shlykovich,F,SBD,Raw,18.5,18-19,19-23,Juniors,51.48,52,95.0,102.5,-107.5,,102.5,52.5,55.0,-57.5,,55.0,110.0,120.0,-127.5,,120.0,277.5,6,348.63,362.58,309.15,525.01,Yes,Belarus,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Viktorija Nikolenkaitė,F,SBD,Raw,19.5,20-23,19-23,Juniors,51.71,52,75.0,-82.5,82.5,,82.5,52.5,-57.5,-57.5,,52.5,112.5,120.0,-125.0,,120.0,255.0,7,319.27,328.85,283.06,478.25,Yes,Lithuania,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Rachel Jones,F,SBD,Raw,21.5,20-23,19-23,Juniors,55.9,57,145.0,-153.5,153.5,,153.5,70.0,72.5,-75.0,,72.5,162.5,167.5,-170.0,,167.5,393.5,1,463.64,468.28,410.13,726.58,Yes,Australia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Satu Pylväs,F,SBD,Raw,22.5,20-23,19-23,Juniors,56.6,57,127.5,130.0,-132.5,,130.0,80.0,82.5,-85.0,,82.5,172.5,176.5,-181.5,,176.5,389.0,2,453.89,453.89,401.4,713.19,Yes,Finland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Gabrielle Mamani,F,SBD,Raw,22.0,20-23,19-23,Juniors,55.68,57,125.0,132.5,137.5,,137.5,70.0,-75.0,75.0,,75.0,-170.0,-170.0,170.0,,170.0,382.5,3,452.08,456.6,399.93,706.95,Yes,USA,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Hannah Chan,F,SBD,Raw,22.5,20-23,19-23,Juniors,56.74,57,125.0,132.5,137.5,,137.5,70.0,75.0,77.5,,77.5,140.0,147.5,150.0,,150.0,365.0,4,425.06,425.06,375.89,666.63,Yes,England,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Alexandra Stodalka,F,SBD,Raw,21.5,20-23,19-23,Juniors,55.82,57,122.5,130.0,-135.0,,130.0,85.0,-87.5,87.5,,87.5,130.0,140.0,-150.0,,140.0,357.5,5,421.7,425.92,373.04,657.95,Yes,Canada,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Krista Määttä,F,SBD,Raw,21.5,20-23,19-23,Juniors,56.63,57,117.5,122.5,-127.5,,122.5,77.5,-82.5,-82.5,,77.5,140.0,150.0,157.5,,157.5,357.5,6,416.96,421.13,368.74,653.02,Yes,Finland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Catherine Smith,F,SBD,Raw,21.5,20-23,19-23,Juniors,55.84,57,112.5,122.5,125.0,,125.0,57.5,62.5,-65.0,,62.5,150.0,160.0,167.5,,167.5,355.0,7,418.63,422.82,370.32,653.02,Yes,UK,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Anna Schneider,F,SBD,Raw,22.5,20-23,19-23,Juniors,56.14,57,127.5,-132.5,132.5,,132.5,70.0,75.0,77.5,,77.5,145.0,-152.5,-155.0,,145.0,355.0,8,416.88,416.88,368.73,651.2,Yes,Canada,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Kirsty Flores,F,SBD,Raw,22.5,20-23,19-23,Juniors,56.07,57,120.0,125.0,-130.0,,125.0,60.0,65.0,67.5,,67.5,150.0,-155.0,-157.5,,150.0,342.5,9,402.59,402.59,356.1,627.67,Yes,USA,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Megan Leighton,F,SBD,Raw,21.0,20-23,19-23,Juniors,56.4,57,112.5,117.5,-125.0,,117.5,62.5,65.0,-67.5,,65.0,125.0,-135.0,135.0,,135.0,317.5,10,371.49,378.92,328.55,578.06,Yes,South Africa,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Anna Elizarova,F,SBD,Raw,21.5,20-23,19-23,Juniors,56.56,57,125.0,132.5,-140.0,,132.5,82.5,87.5,-90.0,,87.5,75.0,,,,75.0,295.0,11,344.4,347.85,304.58,534.37,Yes,Russia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Viktoryia Makarevich,F,SBD,Raw,22.5,20-23,19-23,Juniors,62.29,63,135.0,142.5,145.0,,145.0,82.5,87.5,90.0,,90.0,160.0,172.5,177.5,,177.5,412.5,1,446.84,446.84,394.62,721.18,Yes,Belarus,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Alison Kam,F,SBD,Raw,22.5,20-23,19-23,Juniors,60.62,63,145.0,152.5,157.5,,157.5,72.5,77.5,80.0,,80.0,152.5,162.5,170.0,,170.0,407.5,2,450.72,450.72,398.18,722.05,Yes,Canada,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Daria Grebenkova,F,SBD,Raw,22.5,20-23,19-23,Juniors,62.46,63,142.5,147.5,150.0,,150.0,87.5,92.5,95.0,,95.0,155.0,162.5,-167.5,,162.5,407.5,3,440.51,440.51,389.02,711.26,Yes,Russia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Sofiya Rud,F,SBD,Raw,20.0,20-23,19-23,Juniors,61.36,63,135.0,-142.5,142.5,,142.5,77.5,82.5,-85.0,,82.5,165.0,175.0,-182.5,,175.0,400.0,4,438.31,451.46,387.16,704.06,Yes,Ukraine,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Jolien Dreesen,F,SBD,Raw,22.5,20-23,19-23,Juniors,61.2,63,145.0,152.5,-157.5,,152.5,70.0,72.5,75.0,,75.0,167.5,-175.0,-180.0,,167.5,395.0,5,433.7,433.7,383.1,695.93,Yes,Netherlands,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Morin Elodie,F,SBD,Raw,21.5,20-23,19-23,Juniors,60.75,63,130.0,135.0,-137.5,,135.0,82.5,85.0,87.5,,87.5,142.5,150.0,157.5,,157.5,380.0,6,419.61,423.8,370.69,671.22,Yes,Canada,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Zoia Safarova,F,SBD,Raw,21.5,20-23,19-23,Juniors,62.41,63,147.5,-155.0,-155.0,,147.5,72.5,77.5,-80.0,,77.5,145.0,152.5,-157.5,,152.5,377.5,7,408.32,412.41,360.6,657.86,Yes,Russia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
